"symbol","date","return_pct","volume","event_type","external_source","decision","notes"
"PNJ","2026-02-02","-6.932797921341683","3368708","OTHER","PNJ 18-20260209 - Báo cáo thay đổi sở hữu nhóm nhà đầu tư nước ngoài","KEEP","Thay đổi sở hữu là giao dịch cổ đông, không phải cổ tức/phát hành hoặc quyền làm điều chỉnh giá tham chiếu."
"PNJ","2026-03-09","-6.995022268797479","2025819","NONE","Thông báo PNJ: ngày GDKHQ 17/03/2026 để tham dự ĐHĐCĐ","KEEP","Biến động xảy ra trước ngày GDKHQ; quyền tham dự ĐHĐCĐ không làm điều chỉnh giá. Hai phiên giảm sàn/hồi trần có volume giao dịch thực."
"PNJ","2026-03-10","6.577464788732401","1811361","OTHER","Trang Thông báo PNJ: CBTT thông qua thỏa thuận bảo lãnh cho công ty con vay vốn (10/03/2026); ngày GDKHQ 17/03/2026 để tham dự ĐHĐCĐ","KEEP","Có CBTT bảo lãnh đúng ngày 10/03 nên biến động có thể chịu tác động thông tin. Quyền tham dự ĐHĐCĐ không làm điều chỉnh giá; OHLC và volume xác nhận giao dịch thật."
"PNJ","2026-03-23","-6.9214604675597595","1820018","NONE","PNJ - Thông báo ngày GDKHQ 17/03/2026 để tham dự ĐHĐCĐ","KEEP","Biến động xảy ra sau ngày GDKHQ bốn phiên; quyền tham dự ĐHĐCĐ không làm điều chỉnh giá."
"PNJ","2026-04-08","7.004649767511628","975295","NONE","PNJ - Thông báo nhận cổ phiếu phát hành, ngày đăng ký cuối cùng 24/04/2026","KEEP","Phiên 08/04 xảy ra hơn hai tuần trước ngày chốt 24/04; không phải bước điều chỉnh của đợt phát hành."
"PNJ","2026-07-03","-6.973058637083995","1185500","OTHER","Trang Thông báo PNJ: CBTT thỏa thuận bảo lãnh cho công ty con vay vốn (02/07/2026)","KEEP","Phiên kế tiếp sau CBTT bảo lãnh nên có thể chịu tác động thông tin; không phải điều chỉnh giá cơ học và thuộc chuỗi bán tháo thị trường thật."
"PNJ","2026-07-06","-6.9846678023850135","565000","OTHER","Trang Thông báo PNJ: thông báo giao dịch cổ phiếu của người có liên quan ông Cao Ngọc Duy (06/07/2026)","KEEP","Có thông báo giao dịch cổ phiếu đúng ngày; đây là thông tin cung cầu, không phải corporate action điều chỉnh giá. Phiên đóng cửa tại giá sàn với volume thật."
"PNJ","2026-07-07","-6.959706959706957","994200","OTHER","Trang Thông báo PNJ: thông tin vụ việc liên quan Công ty TNHH MTV Giám định PNJ (P-Lab) (07/07/2026)","KEEP","Có thông tin sự kiện P-Lab đúng ngày và có khả năng ảnh hưởng tâm lý thị trường; giữ biến động thật, không coi là lỗi dữ liệu."
"PNJ","2026-07-10","-6.799999999999995","10169700","OTHER","Trang Thông báo PNJ: TB 1499/TB-SGDHCM về ngày đăng ký cuối cùng lấy ý kiến cổ đông và báo cáo VinaCapital không còn là cổ đông lớn (10/07/2026)","KEEP","Có hai công bố đúng ngày; quyền lấy ý kiến không tạo điều chỉnh giá, còn thay đổi cổ đông lớn là thông tin cung cầu. OHLC và volume 10,17 triệu xác nhận giao dịch thật."
"PNJ","2026-07-14","6.955530216647654","5620000","NONE","PNJ - Thông báo lấy ý kiến cổ đông, ngày đăng ký cuối cùng 17/08/2026","KEEP","Phiên hồi trần trong chuỗi biến động với volume 5,62 triệu; không có điều chỉnh quyền kinh tế."
"PNJ","2026-07-15","-6.929637526652455","8168200","NONE","PNJ - Thông báo lấy ý kiến cổ đông, ngày đăng ký cuối cùng 17/08/2026","KEEP","Phiên giảm sàn với volume 8,17 triệu, phù hợp biến động giao dịch thật."
"PNJ","2026-07-21","-6.951219512195117","9655900","OTHER","Trang Thông báo PNJ: Công ty thông báo đến Cổ đông và Nhà đầu tư (21/07/2026)","KEEP","Có thông báo doanh nghiệp đúng ngày; phiên giảm sàn với volume 9,66 triệu là phản ứng thị trường thật, không phải điều chỉnh giá cơ học."
"PNJ","2026-07-22","-6.946264744429886","7538000","OTHER","Trang Thông báo PNJ: báo cáo kết quả giao dịch cổ phiếu của người liên quan và báo cáo thay đổi sở hữu nhóm nhà đầu tư nước ngoài (22/07/2026)","KEEP","Có hai báo cáo sở hữu/giao dịch đúng ngày; đây là thông tin cung cầu. Phiên giảm sàn với volume 7,54 triệu được giữ làm quan sát thật."
"PNJ","2026-07-23","-6.901408450704228","586700","NONE","PNJ - Thông báo lấy ý kiến cổ đông, ngày đăng ký cuối cùng 17/08/2026","KEEP","Thanh khoản thấp tại giá sàn nhưng nằm giữa chuỗi giảm liên tiếp, không phải bước nhảy corporate action."
"PNJ","2026-07-24","-6.959152798789714","41349200","NONE","PNJ - Thông báo lấy ý kiến cổ đông, ngày đăng ký cuối cùng 17/08/2026","KEEP","Phiên giảm sàn với volume 41,35 triệu xác nhận biến động thị trường thật."
"PNJ","2026-07-27","6.991869918699178","10257100","NONE","PNJ - Thông báo lấy ý kiến cổ đông, ngày đăng ký cuối cùng 17/08/2026","KEEP","Phiên hồi trần với volume 10,26 triệu sau chuỗi bán tháo; không phải điều chỉnh quyền."
